"id","public_id","name","moldb_iupac","state","annotation_quality","description","cas_number","moldb_inchikey","moldb_inchi","moldb_smiles","moldb_mono_mass","kingdom","superklass","klass","subklass"
48,"FDB000048","p-Coumaroyl vitisin A","","low","A polyphenol compound found in foods of plant origin (PhenolExplorer).","643-84-5","COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C3C(OC(=CC3=C1OC1O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=CC(O)=C2","InChI=1S/C35H30O16/c1-45-22-9-16(10-23(46-2)28(22)39)32-33(19-13-24(34(43)44)48-20-11-18(37)12-21(49-32)27(19)20)51-35-31(42)30(41)29(40)25(50-35)14-47-26(38)8-5-15-3-6-17(36)7-4-15/h3-13,25,29-31,35,40-42H,14H2,1-2H3,(H3-,36,37,38,39,43,44)/p+1/t25-,29-,30+,31-,35?/m1/s1",707.1612099,"GOINLVYYMYVHAQ-CJKUAQFFSA-O","7-carboxy-11-hydroxy-3-(4-hydroxy-3,5-dimethoxyphenyl)-4-{[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}-2λ⁴,8-dioxatricyclo[7.3.1.0⁵,¹³]trideca-1(13),2,4,6,9,11-hexaen-2-ylium","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives"
52,"FDB000052","Pinotin A","","low","Isolated from red wine including Pinotage (CCD). Pinotin A is found in grape wine and common grape.","663910-41-6","[H][C@]1(CO)O[C@@]([H])(OC2=C3C=C(OC4=CC(O)=CC([O+]=C2C2=CC(OC)=C(O)C(OC)=C2)=C34)C2=CC=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O","InChI=1S/C31H28O14/c1-40-21-6-13(7-22(41-2)25(21)36)29-30(45-31-28(39)27(38)26(37)23(11-32)44-31)15-10-18(12-3-4-16(34)17(35)5-12)42-19-8-14(33)9-20(43-29)24(15)19/h3-10,23,26-28,31-32,37-39H,11H2,1-2H3,(H3-,33,34,35,36)/p+1/t23-,26-,27+,28-,31+/m1/s1",625.1557306,"RFTHDRVOYDHSOC-BGXVWEPQSA-O","7-(3,4-dihydroxyphenyl)-11-hydroxy-3-(4-hydroxy-3,5-dimethoxyphenyl)-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2lambda4,8-dioxatricyclo[7.3.1.0^{5,13}]trideca-1(13),2,4,6,9,11-hexaen-2-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
55,"FDB000055","Malvidin 3-(6''-caffeoyl-glucoside)","","low","Malvidin 3-(6''-caffeoyl-glucoside) is a member of the class of compounds known as flavonoid 3-o-p-coumaroyl glycosides. Flavonoid 3-o-p-coumaroyl glycosides are flavonoid 3-O-glycosides where the carbohydrate moiety is esterified with a p-coumaric acid. P-coumaric acid is an organic derivative of cinnamic acid, that carries a hydroxyl group at the 4-position of the benzene ring. Malvidin 3-(6''-caffeoyl-glucoside) is practically insoluble (in water) and a very weakly acidic compound (based on its pKa). Malvidin 3-(6''-caffeoyl-glucoside) can be found in grape wine, which makes malvidin 3-(6''-caffeoyl-glucoside) a potential biomarker for the consumption of this food product. ","","[H][C@]1(COC(=O)\C=C\C2=CC(O)=C(O)C=C2)OC(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(OC)=C(O)C(OC)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O","InChI=1S/C32H30O15/c1-42-22-8-15(9-23(43-2)27(22)38)31-24(12-17-19(35)10-16(33)11-21(17)45-31)46-32-30(41)29(40)28(39)25(47-32)13-44-26(37)6-4-14-3-5-18(34)20(36)7-14/h3-12,25,28-30,32,39-41H,13H2,1-2H3,(H4-,33,34,35,36,37,38)/p+1/t25-,28-,29+,30-,32?/m1/s1",655.1662953,"LIEHUFTYLLDHTI-FCOFYTSKSA-O","3-{[(3R,4S,5S,6R)-6-({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}methyl)-3,4,5-trihydroxyoxan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-1lambda4-chromen-1-ylium","","","",""
64,"FDB000064","Cyanidin 3-O-(6''-malonyl-3''-glucosyl-glucoside)","","low","Cyanidin 3-(6''-malonyllaminaribioside) is a member of the class of compounds known as anthocyanidin-3-o-glycosides. Anthocyanidin-3-o-glycosides are phenolic compounds containing one anthocyanidin moiety which is O-glycosidically linked to a carbohydrate moiety at the C3-position. Cyanidin 3-(6''-malonyllaminaribioside) is slightly soluble (in water) and a weakly acidic compound (based on its pKa). Cyanidin 3-(6''-malonyllaminaribioside) can be found in garden onion, which makes cyanidin 3-(6''-malonyllaminaribioside) a potential biomarker for the consumption of this food product. ","","[H][C@]1(CO)O[C@@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(COC(=O)CC(O)=O)O[C@@]([H])(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)[C@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O","InChI=1S/C30H32O19/c31-8-18-22(39)24(41)25(42)29(47-18)49-28-23(40)19(9-44-21(38)7-20(36)37)48-30(26(28)43)46-17-6-12-14(34)4-11(32)5-16(12)45-27(17)10-1-2-13(33)15(35)3-10/h1-6,18-19,22-26,28-31,39-43H,7-9H2,(H4-,32,33,34,35,36,37)/p+1/t18-,19-,22-,23-,24+,25-,26-,28+,29+,30-/m1/s1",697.1616039,"RLENKWQMUNAYFI-OMGJKZNISA-O","3-{[(2S,3R,4S,5R,6R)-6-{[(2-carboxyacetyl)oxy]methyl}-3,5-dihydroxy-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1lambda4-chromen-1-ylium","","","",""
75,"FDB000075","Delphinidin 3-feruloylglucoside","","low","Delphinidin 3-feruloylglucoside is a member of the class of compounds known as anthocyanidin 3-o-6-p-coumaroyl glycosides. Anthocyanidin 3-o-6-p-coumaroyl glycosides are anthocyanidin 3-O-glycosides where the carbohydrate moiety is esterified at the C6 position with a p-coumaric acid. P-coumaric acid is an organic derivative of cinnamic acid, that carries a hydroxyl group at the 4-position of the benzene ring. Delphinidin 3-feruloylglucoside is practically insoluble (in water) and a very weakly acidic compound (based on its pKa). Delphinidin 3-feruloylglucoside can be found in common bean, green bean, and yellow wax bean, which makes delphinidin 3-feruloylglucoside a potential biomarker for the consumption of these food products.","","[H][C@]1(COC(=O)\C=C\C2=CC(OC)=C(O)C=C2)O[C@@]([H])(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O","InChI=1S/C31H28O15/c1-42-22-6-13(2-4-17(22)33)3-5-25(37)43-12-24-27(39)28(40)29(41)31(46-24)45-23-11-16-18(34)9-15(32)10-21(16)44-30(23)14-7-19(35)26(38)20(36)8-14/h2-11,24,27-29,31,39-41H,12H2,1H3,(H5-,32,33,34,35,36,37,38)/p+1/t24-,27-,28+,29-,31-/m1/s1",641.1506453,"RHRFAOKZIDUVQO-VEZAKBLNSA-O","5,7-dihydroxy-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}-2-(3,4,5-trihydroxyphenyl)-1lambda4-chromen-1-ylium","","","",""
78,"FDB000078","Luteolinidin","","low","Luteolinidin is a chemical compound belonging to the 3-deoxyanthocyanidins and that can be found in Sorghum bicolor.","1154-78-5","OC1=CC2=[O+]C(=CC=C2C(O)=C1)C1=CC=C(O)C(O)=C1","InChI=1S/C15H10O5/c16-9-6-12(18)10-2-4-14(20-15(10)7-9)8-1-3-11(17)13(19)5-8/h1-7H,(H3-,16,17,18,19)/p+1",271.0606485,"GDNIGMNXEKGFIP-UHFFFAOYSA-O","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Hydroxyflavonoids"
82,"FDB000082","Butein","","low","Butein, also known as 2',3,4,4'-tetrahydroxychalcone, is a member of the class of compounds known as 2'-hydroxychalcones. 2'-hydroxychalcones are organic compounds containing chalcone skeleton that carries a hydroxyl group at the 2'-position. Thus, butein is considered to be a flavonoid lipid molecule. Butein is practically insoluble (in water) and a very weakly acidic compound (based on its pKa). Butein is a bitter tasting compound found in broad bean, which makes butein a potential biomarker for the consumption of this food product. Butein is a chalcone of the chalconoids. It can be found in Toxicodendron vernicifluum (or formerly Rhus verniciflua), Dahlia, Butea (Butea monosperma) and Coreopsis It has antioxidative, aldose reductase and advanced glycation endproducts inhibitory effects. It is also a sirtuin-activating compound, a chemical compound having an effect on sirtuins, a group of enzymes that use NAD+ to remove acetyl groups from proteins. It turned out that buteins possess a high ability to inhibit aromatase process in the human body, for this reason, the use of these compounds in the treatment of breast cancer on the estrogen ground has been taken into account. The first attempts of sport pro-hormone supplementation with the use of buteins took place in Poland .","487-52-5","[H]\C(=C(\[H])C1=CC(O)=C(O)C=C1)C(=O)C1=C(O)C=C(O)C=C1","InChI=1S/C15H12O5/c16-10-3-4-11(14(19)8-10)12(17)5-1-9-2-6-13(18)15(20)7-9/h1-8,16,18-20H/b5-1+",272.0684735,"AYMYWHCQALZEGT-ORCRQEGFSA-N","(2E)-1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)prop-2-en-1-one","","","",""
84,"FDB000084","Phloretin-2'-O-(2''-O-xylosylglucoside)","","low","Phloretin-2'-o-(2''-o-xylosylglucoside) is a member of the class of compounds known as flavonoid o-glycosides. Flavonoid o-glycosides are compounds containing a carbohydrate moiety which is O-glycosidically linked to the 2-phenylchromen-4-one flavonoid backbone. Phloretin-2'-o-(2''-o-xylosylglucoside) is slightly soluble (in water) and a very weakly acidic compound (based on its pKa). Phloretin-2'-o-(2''-o-xylosylglucoside) can be found in apple, apricot, and pear, which makes phloretin-2'-o-(2''-o-xylosylglucoside) a potential biomarker for the consumption of these food products. ","60-82-2","OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C(C(=O)CCC3=CC=C(O)C=C3)C(O)=CC(O)=C2)[C@H](O)[C@H]1O","InChI=1S/C26H32O14/c27-9-17-20(33)22(35)24(40-25-23(36)21(34)18(10-28)38-25)26(39-17)37-16-8-13(30)7-15(32)19(16)14(31)6-3-11-1-4-12(29)5-2-11/h1-2,4-5,7-8,17-18,20-30,32-36H,3,6,9-10H2/t17-,18-,20-,21+,22+,23-,24-,25+,26-/m1/s1",568.1792057,"ZPVXZDCYCDBKAJ-NCMRLHFPSA-N","1-(2-{[(2S,3R,4S,5S,6R)-3-{[(2S,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4,6-dihydroxyphenyl)-3-(4-hydroxyphenyl)propan-1-one","","","",""
85,"FDB000085","3-Hydroxyphloretin 2'-O-xylosyl-glucoside","","low","3-hydroxyphloretin 2'-o-xylosyl-glucoside is a member of the class of compounds known as flavonoid o-glycosides. Flavonoid o-glycosides are compounds containing a carbohydrate moiety which is O-glycosidically linked to the 2-phenylchromen-4-one flavonoid backbone. 3-hydroxyphloretin 2'-o-xylosyl-glucoside is slightly soluble (in water) and a very weakly acidic compound (based on its pKa). 3-hydroxyphloretin 2'-o-xylosyl-glucoside can be found in apple, which makes 3-hydroxyphloretin 2'-o-xylosyl-glucoside a potential biomarker for the consumption of this food product. ","","[H][C@@]1(O)CO[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC(O)=CC(O)=C3C(=O)CCC3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O","InChI=1S/C26H32O15/c27-11-6-15(31)19(13(29)4-2-10-1-3-12(28)14(30)5-10)17(7-11)40-26-24(37)22(35)21(34)18(41-26)9-39-25-23(36)20(33)16(32)8-38-25/h1,3,5-7,16,18,20-28,30-37H,2,4,8-9H2/t16-,18-,20+,21-,22+,23-,24-,25+,26-/m1/s1",584.1741204,"ILXISCCVBSLKSX-SUFHHTCNSA-N","1-(2,4-dihydroxy-6-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy}methyl)oxan-2-yl]oxy}phenyl)-3-(3,4-dihydroxyphenyl)propan-1-one","","","",""
86,"FDB000086","3-Hydroxyphloretin 2'-O-glucoside","","low","3-hydroxyphloretin 2'-o-glucoside is a member of the class of compounds known as flavonoid o-glycosides. Flavonoid o-glycosides are compounds containing a carbohydrate moiety which is O-glycosidically linked to the 2-phenylchromen-4-one flavonoid backbone. 3-hydroxyphloretin 2'-o-glucoside is slightly soluble (in water) and a very weakly acidic compound (based on its pKa). 3-hydroxyphloretin 2'-o-glucoside can be found in apple, which makes 3-hydroxyphloretin 2'-o-glucoside a potential biomarker for the consumption of this food product. ","","[H][C@]1(CO)O[C@@]([H])(OC2=CC(O)=CC(O)=C2C(=O)CCC2=CC(O)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O","InChI=1S/C21H24O11/c22-8-16-18(28)19(29)20(30)21(32-16)31-15-7-10(23)6-14(27)17(15)12(25)4-2-9-1-3-11(24)13(26)5-9/h1,3,5-7,16,18-24,26-30H,2,4,8H2/t16-,18-,19+,20-,21-/m1/s1",452.1318616,"AONTYURQWYQJNQ-QNDFHXLGSA-N","1-(2,4-dihydroxy-6-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-3-(3,4-dihydroxyphenyl)propan-1-one","","","",""
95,"FDB000095","ent-Gallocatechin 3-gallate","","low","Ent-gallocatechin 3-gallate, also known as (-)-gallocatechol gallic acid, is a member of the class of compounds known as catechin gallates. Catechin gallates are organic compounds containing a gallate moiety glycosidically linked to a catechin. Ent-gallocatechin 3-gallate is practically insoluble (in water) and a very weakly acidic compound (based on its pKa). Ent-gallocatechin 3-gallate can be found in tea, which makes ent-gallocatechin 3-gallate a potential biomarker for the consumption of this food product. ","68-22-4","OC1=CC2=C(C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](O2)C2=CC(O)=C(O)C(O)=C2)C(O)=C1","InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21+/m1/s1",458.0849114,"WMBWREPUVVBILR-NQIIRXRSSA-N","(2S,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3-yl 3,4,5-trihydroxybenzoate","","","",""
108,"FDB000108","Procyanidin trimer EEC","","low","Procyanidin trimer eec is a member of the class of compounds known as biflavonoids and polyflavonoids. Biflavonoids and polyflavonoids are organic compounds containing at least two flavan/flavone units. These units are usually linked through CC or C-O-C bonds. Some examples include C2-O-C3, C2-O-C4, C3'-C3''', and C6-C8''. Procyanidin trimer eec is practically insoluble (in water) and a very weakly acidic compound (based on its pKa). Procyanidin trimer eec can be found in a number of food items such as strawberry, cucurbita (gourd), green bean, and rubus (blackberry, raspberry), which makes procyanidin trimer eec a potential biomarker for the consumption of these food products. ","490-46-0","O[C@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C(C1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3C1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1)=C(O)C=C2O","InChI=1S/C45H38O18/c46-18-10-27(54)33-32(11-18)61-42(16-2-5-21(48)25(52)8-16)39(59)37(33)35-29(56)14-30(57)36-38(40(60)43(63-45(35)36)17-3-6-22(49)26(53)9-17)34-28(55)13-23(50)19-12-31(58)41(62-44(19)34)15-1-4-20(47)24(51)7-15/h1-11,13-14,31,37-43,46-60H,12H2/t31-,37?,38?,39+,40+,41+,42+,43+/m0/s1",866.2058144,"MOJZMWJRUKIQGL-GUZXBWELSA-N","(2R,3R)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-4-yl]-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-8-yl]-3,4-dihydro-2H-1-benzopyran-3,5,7-triol","","","",""
122,"FDB000122","Prodelphinidin trimer GC-C-C","","low","Prodelphinidin trimer gc-c-c is a member of the class of compounds known as biflavonoids and polyflavonoids. Biflavonoids and polyflavonoids are organic compounds containing at least two flavan/flavone units. These units are usually linked through CC or C-O-C bonds. Some examples include C2-O-C3, C2-O-C4, C3'-C3''', and C6-C8''. Prodelphinidin trimer gc-c-c is practically insoluble (in water) and a very weakly acidic compound (based on its pKa). Prodelphinidin trimer gc-c-c can be found in beer, which makes prodelphinidin trimer gc-c-c a potential biomarker for the consumption of this food product. ","99-76-3","[H][C@]1(O)CC2=C(O[C@]1([H])C1=CC(O)=C(O)C=C1)C(=C(O)C=C2O)[C@]1([H])C2=C(O)C=C(O)C(=C2O[C@]([H])(C2=CC(O)=C(O)C(O)=C2)[C@@]1([H])O)[C@]1([H])C2=C(O)C=C(O)C=C2O[C@]([H])(C2=CC(O)=C(O)C(O)=C2)[C@@]1([H])O","InChI=1S/C45H38O20/c46-16-8-21(50)31-30(9-16)63-42(14-4-25(54)37(59)26(55)5-14)39(61)35(31)33-23(52)12-24(53)34-36(40(62)43(65-45(33)34)15-6-27(56)38(60)28(57)7-15)32-22(51)11-19(48)17-10-29(58)41(64-44(17)32)13-1-2-18(47)20(49)3-13/h1-9,11-12,29,35-36,39-43,46-62H,10H2/t29-,35-,36+,39-,40-,41+,42+,43+/m0/s1",898.1956436,"RJFFPCHJOFXZQD-YTSXHMEESA-N","(2R,3S,4R)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-8-yl]-8-[(2R,3S,4S)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-yl]-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol","","","",""
126,"FDB000126","Epicatechin-(2alpha->7,4alpha->8)-epicatechin 3-galactoside","","low","Epicatechin-(2alpha->7,4alpha->8)-epicatechin 3-galactoside is a member of the class of compounds known as biflavonoids and polyflavonoids. Biflavonoids and polyflavonoids are organic compounds containing at least two flavan/flavone units. These units are usually linked through CC or C-O-C bonds. Some examples include C2-O-C3, C2-O-C4, C3'-C3''', and C6-C8''. Epicatechin-(2alpha->7,4alpha->8)-epicatechin 3-galactoside is practically insoluble (in water) and a very weakly acidic compound (based on its pKa). Epicatechin-(2alpha->7,4alpha->8)-epicatechin 3-galactoside can be found in chocolate and cocoa powder, which makes epicatechin-(2alpha->7,4alpha->8)-epicatechin 3-galactoside a potential biomarker for the consumption of these food products.","490-46-0","OC[C@H]1O[C@H](O[C@@H]2[C@@H]3C4=C(O[C@]2(OC2=C3C3=C(CC[C@H](O3)C3=CC(O)=C(O)C=C3)C=C2)C2=CC(O)=C(O)C=C2)C=C(O)C=C4O)[C@H](O)[C@@H](O)[C@H]1O","InChI=1S/C36H34O15/c37-13-26-30(44)31(45)32(46)35(48-26)49-34-29-27-22(43)11-17(38)12-25(27)51-36(34,16-4-6-19(40)21(42)10-16)50-24-8-3-14-2-7-23(47-33(14)28(24)29)15-1-5-18(39)20(41)9-15/h1,3-6,8-12,23,26,29-32,34-35,37-46H,2,7,13H2/t23-,26+,29+,30-,31-,32+,34+,35+,36+/m0/s1",706.1897704,"MVLCXMXCRQYNIC-TWULTLMFSA-N","(2R,3R,4S,5R,6R)-2-{[(1R,5S,13R,21R)-5,13-bis(3,4-dihydroxyphenyl)-17,19-dihydroxy-4,12,14-trioxapentacyclo[11.7.1.0²,¹¹.0³,⁸.0¹⁵,²⁰]henicosa-2(11),3(8),9,15(20),16,18-hexaen-21-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","","","",""
133,"FDB000133","6-Geranylnaringenin","","low","6-geranylnaringenin is a member of the class of compounds known as 6-prenylated flavanones. 6-prenylated flavanones are flavanones that features a C5-isoprenoid substituent at the 6-position. 6-geranylnaringenin is practically insoluble (in water) and a very weakly acidic compound (based on its pKa). 6-geranylnaringenin can be found in beer, which makes 6-geranylnaringenin a potential biomarker for the consumption of this food product. ","475207-59-1","CC(C)=CCC\C(C)=C\CC1=C(O)C=C2O[C@@H](CC(=O)C2=C1O)C1=CC=C(O)C=C1","InChI=1S/C25H28O5/c1-15(2)5-4-6-16(3)7-12-19-20(27)13-23-24(25(19)29)21(28)14-22(30-23)17-8-10-18(26)11-9-17/h5,7-11,13,22,26-27,29H,4,6,12,14H2,1-3H3/b16-7+/t22-/m0/s1",408.193674,"XYIQIBWIEGCVQY-RWHUQTJRSA-N","(2S)-6-[(2E)-3,7-dimethylocta-2,6-dien-1-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one","","","",""
135,"FDB000135","Luteolin 7-O-diglucuronide","","low","Luteolin 7-o-diglucuronide is a member of the class of compounds known as flavonoid-7-o-glucuronides. Flavonoid-7-o-glucuronides are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to glucuronic acid at the C7-position. Luteolin 7-o-diglucuronide is slightly soluble (in water) and a moderately acidic compound (based on its pKa). Luteolin 7-o-diglucuronide can be found in common verbena and lemon verbena, which makes luteolin 7-o-diglucuronide a potential biomarker for the consumption of these food products.","","O[C@@H]1[C@@H](O)[C@H](OC(=O)[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)O[C@@H]([C@H]1O)C(O)=O","InChI=1S/C27H26O18/c28-9-2-1-7(3-10(9)29)13-6-12(31)15-11(30)4-8(5-14(15)42-13)41-26-20(36)17(33)19(35)23(44-26)25(40)45-27-21(37)16(32)18(34)22(43-27)24(38)39/h1-6,16-23,26-30,32-37H,(H,38,39)/t16-,17-,18-,19-,20+,21+,22-,23-,26+,27-/m0/s1",638.111914,"SPWLSDULYCMRFB-VMEISIRMSA-N","(2S,3S,4S,5R,6S)-6-[(2S,3S,4S,5R,6S)-6-{[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carbonyloxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","","","",""
136,"FDB000136","Apigenin 6-C-arabinoside 8-C-glucoside","","low","Apigenin 6-c-arabinoside 8-c-glucoside is a member of the class of compounds known as flavonoid 8-c-glycosides. Flavonoid 8-c-glycosides are compounds containing a carbohydrate moiety which is C-glycosidically linked to 8-position of a 2-phenylchromen-4-one flavonoid backbone. Apigenin 6-c-arabinoside 8-c-glucoside is slightly soluble (in water) and a very weakly acidic compound (based on its pKa). Apigenin 6-c-arabinoside 8-c-glucoside can be found in common wheat, which makes apigenin 6-c-arabinoside 8-c-glucoside a potential biomarker for the consumption of this food product.","","OC[C@@H]1OC([C@H](O)[C@H]1O)C1=C(O)C(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1","InChI=1S/C26H28O14/c27-6-12-17(31)21(35)23(37)26(40-12)16-20(34)15(25-22(36)18(32)13(7-28)39-25)19(33)14-10(30)5-11(38-24(14)16)8-1-3-9(29)4-2-8/h1-5,12-13,17-18,21-23,25-29,31-37H,6-7H2/t12-,13+,17-,18+,21+,22-,23-,25?,26?/m1/s1",564.1479056,"DRLZZQRQMWQRLZ-FBMRRHFKSA-N","6-[(3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[(3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one","","","",""
137,"FDB000137","Apigenin 6-C-galactoside 8-C-arabinoside","","low","Apigenin 6-c-galactoside 8-c-arabinoside is a member of the class of compounds known as flavonoid 8-c-glycosides. Flavonoid 8-c-glycosides are compounds containing a carbohydrate moiety which is C-glycosidically linked to 8-position of a 2-phenylchromen-4-one flavonoid backbone. Apigenin 6-c-galactoside 8-c-arabinoside is slightly soluble (in water) and a very weakly acidic compound (based on its pKa). Apigenin 6-c-galactoside 8-c-arabinoside can be found in common wheat, which makes apigenin 6-c-galactoside 8-c-arabinoside a potential biomarker for the consumption of this food product.","","OC[C@H]1OC([C@@H](O)[C@@H]1O)C1=C2OC(=CC(=O)C2=C(O)C(C2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)=C1O)C1=CC=C(O)C=C1","InChI=1S/C26H28O14/c27-6-12-17(31)21(35)23(37)25(39-12)15-19(33)14-10(30)5-11(8-1-3-9(29)4-2-8)38-24(14)16(20(15)34)26-22(36)18(32)13(7-28)40-26/h1-5,12-13,17-18,21-23,25-29,31-37H,6-7H2/t12-,13-,17+,18-,21+,22+,23-,25?,26?/m1/s1",564.1479056,"TUIJPUWSXVFWSH-RLRXGGGNSA-N","8-[(3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(3R,4R,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one","","","",""
138,"FDB000138","Apigenin 7-O-glucuronide","","low","Apigenin 7-o-glucuronide is a member of the class of compounds known as flavonoid-7-o-glucuronides. Flavonoid-7-o-glucuronides are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to glucuronic acid at the C7-position. Apigenin 7-o-glucuronide is slightly soluble (in water) and a moderately acidic compound (based on its pKa). Apigenin 7-o-glucuronide can be found in globe artichoke, which makes apigenin 7-o-glucuronide a potential biomarker for the consumption of this food product. ","","O[C@@H]1[C@@H](O)[C@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O","InChI=1S/C21H18O11/c22-9-3-1-8(2-4-9)13-7-12(24)15-11(23)5-10(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1",446.0849114,"JBFOLLJCGUCDQP-ZFORQUDYSA-N","(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-{[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}oxane-2-carboxylic acid","","","",""
